CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Tenure_Group,Frequency,OrderHike_Cat,WarehouseToHome_Bin,RecencyGroup,Recency,NumberAddress,Cashback_Cat,Satisfaction_Category,Segment
52195,1,6.0,Mobile Phone,3,15.0,E wallet,Female,2.0,5,Laptop & Accessory,3,Single,9,0,13.0,0.0,1.0,3.0,153.46,Onboarding (<1 Th),Low,Low,Far (15–20),Very Recent,High,Many Addresses (7 =<),Medium,unsatisfied,Potential Loyalists
52196,0,5.0,Computer,3,8.0,Debit Card,Female,3.0,3,Mobile Phone,5,Married,2,0,12.0,1.0,1.0,0.0,128.27,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
52197,0,29.0,Mobile Phone,1,10.0,Cash on Delivery,Female,3.0,3,Others,5,Married,5,0,15.0,4.0,4.0,2.0,299.43,Loyal (>2 Th),Low,Medium,Close (10–14),Very Recent,High,Medium Addresses (4-6),Very High,satisfied,Potential Loyalists
52198,0,2.0,Mobile Phone,1,12.0,Credit Card,Female,3.0,3,Mobile Phone,1,Married,2,0,13.0,0.0,1.0,8.0,131.31,Onboarding (<1 Th),Low,Low,Close (10–14),Recent,Medium,Few Addresses (<= 3),Low,unsatisfied,Promising
52199,0,0.0,Mobile Phone,1,14.0,Debit Card,Male,2.0,3,Mobile Phone,5,Single,2,0,25.0,0.0,1.0,0.0,125.52000000000001,Onboarding (<1 Th),Low,Very High,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
52200,0,18.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Mobile Phone,3,Married,5,1,19.0,0.0,1.0,2.0,144.77,Stable (1 Th),Low,Very High,Close (10–14),Very Recent,High,Medium Addresses (4-6),Low,unsatisfied,Potential Loyalists
52201,0,10.0,Mobile Phone,1,7.0,Debit Card,Female,2.0,4,Laptop & Accessory,1,Married,2,0,13.0,0.0,3.0,11.0,164.74,Onboarding (<1 Th),Low,Low,Very Close (≤9),Recent,Medium,Few Addresses (<= 3),High,unsatisfied,Promising
52202,0,0.0,Mobile Phone,1,5.0,Debit Card,Male,3.0,4,Mobile Phone,3,Single,2,0,12.0,0.0,1.0,2.0,130.33,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52203,1,7.0,Mobile Phone,1,16.0,Debit Card,Male,3.0,3,Mobile Phone,3,Single,2,1,11.0,1.0,1.0,2.0,129.36,Onboarding (<1 Th),Low,Low,Far (15–20),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52204,0,26.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Others,3,Married,4,0,18.0,1.0,4.0,7.0,286.06,Loyal (>2 Th),Low,High,Close (10–14),Very Recent,High,Medium Addresses (4-6),Very High,unsatisfied,Potential Loyalists
52205,0,9.0,Mobile Phone,1,21.0,Debit Card,Female,3.0,5,Mobile Phone,1,Married,1,1,18.0,1.0,1.0,3.0,121.68,Onboarding (<1 Th),Low,High,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52206,1,0.0,Computer,1,9.0,Debit Card,Male,3.0,4,Mobile Phone,1,Married,1,1,11.0,0.0,1.0,0.0,128.53,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52207,0,19.0,Mobile Phone,3,8.0,E wallet,Female,3.0,3,Grocery,5,Married,9,0,23.0,1.0,15.0,9.0,270.48,Stable (1 Th),High,Very High,Very Close (≤9),Recent,Medium,Many Addresses (7 =<),Very High,satisfied,Need Attention
52208,0,9.0,Computer,1,23.0,Debit Card,Male,3.0,5,Mobile Phone,3,Single,3,0,13.0,1.0,1.0,0.0,122.9,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52209,0,6.0,Mobile Phone,2,8.0,UPI,Male,3.0,3,Mobile Phone,3,Married,2,0,13.0,1.0,1.0,4.0,136.0,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52210,1,9.0,Computer,1,11.0,Debit Card,Male,3.0,4,Mobile Phone,5,Married,7,0,17.0,0.0,1.0,0.0,121.07,Onboarding (<1 Th),Low,High,Close (10–14),Very Recent,High,Many Addresses (7 =<),Low,satisfied,Potential Loyalists
52211,0,3.0,Mobile Phone,3,35.0,Debit Card,Male,3.0,3,Laptop & Accessory,5,Married,9,0,19.0,1.0,1.0,3.0,141.15,Onboarding (<1 Th),Low,Very High,Very Far (>20),Very Recent,High,Many Addresses (7 =<),Low,satisfied,Potential Loyalists
52212,0,13.0,Computer,3,8.0,Credit Card,Male,3.0,3,Laptop & Accessory,4,Married,6,0,12.0,1.0,1.0,0.0,143.27,Stable (1 Th),Low,Low,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),Low,satisfied,Potential Loyalists
52213,0,23.0,Computer,1,8.0,Credit Card,Female,1.0,3,Grocery,5,Married,3,0,22.0,1.0,2.0,2.0,278.56,Stable (1 Th),Low,Very High,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Very High,satisfied,Potential Loyalists
52214,0,1.0,Mobile Phone,1,25.0,Credit Card,Male,3.0,4,Mobile Phone,5,Married,2,0,12.0,1.0,3.0,3.0,131.96,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
52215,0,19.0,Mobile Phone,1,21.0,Debit Card,Male,2.0,3,Others,4,Married,6,0,11.0,1.0,1.0,3.0,290.81,Stable (1 Th),Low,Low,Very Far (>20),Very Recent,High,Medium Addresses (4-6),Very High,satisfied,Potential Loyalists
52216,0,8.0,Mobile Phone,3,23.0,Debit Card,Male,3.0,3,Laptop & Accessory,5,Married,4,1,15.0,0.0,1.0,7.0,189.66,Onboarding (<1 Th),Low,Medium,Very Far (>20),Very Recent,High,Medium Addresses (4-6),High,satisfied,Potential Loyalists
52217,1,9.0,Mobile Phone,1,23.0,Debit Card,Female,3.0,3,Mobile Phone,4,Married,2,0,13.0,1.0,1.0,0.0,122.1,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
52218,0,6.0,Computer,3,31.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,2,0,12.0,0.0,1.0,1.0,145.39,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52219,0,9.0,Mobile Phone,1,12.0,Debit Card,Male,3.0,5,Mobile Phone,3,Married,2,0,14.0,1.0,1.0,7.0,127.41,Onboarding (<1 Th),Low,Medium,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52220,0,3.0,Mobile Phone,1,13.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,2,0,13.0,4.0,8.0,9.0,134.91,Onboarding (<1 Th),Medium,Low,Close (10–14),Recent,Medium,Few Addresses (<= 3),Low,unsatisfied,New Customer
52221,0,17.0,Mobile Phone,1,35.0,UPI,Male,2.0,3,Laptop & Accessory,1,Single,2,0,25.0,6.0,13.0,17.0,145.41,Stable (1 Th),High,Very High,Very Far (>20),Moderate,Low,Few Addresses (<= 3),Low,unsatisfied,At Risk
52222,0,0.0,Mobile Phone,3,27.0,E wallet,Male,3.0,1,Mobile Phone,1,Single,2,0,17.0,2.0,2.0,2.0,126.78,Onboarding (<1 Th),Low,High,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52223,0,19.0,Mobile Phone,1,8.0,Cash on Delivery,Male,2.0,3,Laptop & Accessory,1,Married,3,0,11.0,0.0,1.0,4.0,173.79,Stable (1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Potential Loyalists
52224,0,15.0,Computer,2,8.0,Credit Card,Male,3.0,1,Laptop & Accessory,5,Married,8,0,16.0,1.0,1.0,3.0,162.72,Stable (1 Th),Low,High,Very Close (≤9),Very Recent,High,Many Addresses (7 =<),Medium,satisfied,Potential Loyalists
52225,0,30.0,Mobile Phone,3,13.0,E wallet,Male,2.0,1,Laptop & Accessory,1,Married,1,1,18.0,0.0,1.0,9.0,152.2,Loyal (>2 Th),Low,High,Close (10–14),Recent,Medium,Few Addresses (<= 3),Medium,unsatisfied,Promising
52226,0,5.0,Computer,1,19.0,UPI,Female,3.0,4,Mobile Phone,4,Married,2,0,20.0,2.0,2.0,2.0,134.0,Onboarding (<1 Th),Low,Very High,Far (15–20),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
52227,0,5.0,Computer,1,8.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,5,1,14.0,1.0,1.0,7.0,149.98,Onboarding (<1 Th),Low,Medium,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),Medium,unsatisfied,Potential Loyalists
52228,0,9.0,Mobile Phone,1,7.0,Cash on Delivery,Female,3.0,5,Fashion,5,Married,3,1,21.0,7.0,7.0,7.0,202.52,Onboarding (<1 Th),Medium,Very High,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Very High,satisfied,Loyal Customers
52229,0,6.0,Mobile Phone,1,15.0,Credit Card,Male,3.0,3,Mobile Phone,1,Married,1,0,13.0,0.0,4.0,10.0,127.81,Onboarding (<1 Th),Low,Low,Far (15–20),Recent,Medium,Few Addresses (<= 3),Low,unsatisfied,Promising
52230,0,13.0,Mobile Phone,3,16.0,Cash on Delivery,Female,2.0,4,Laptop & Accessory,4,Married,8,0,12.0,1.0,1.0,3.0,168.52,Stable (1 Th),Low,Low,Far (15–20),Very Recent,High,Many Addresses (7 =<),High,satisfied,Potential Loyalists
52231,0,0.0,Mobile Phone,3,16.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Single,1,0,14.0,1.0,1.0,1.0,149.5,Onboarding (<1 Th),Low,Medium,Far (15–20),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
52232,0,3.0,Mobile Phone,1,7.0,Credit Card,Male,3.0,3,Mobile Phone,4,Married,1,1,21.0,3.0,5.0,7.0,135.79,Onboarding (<1 Th),Low,Very High,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
52233,0,15.0,Computer,1,32.0,Credit Card,Female,2.0,3,Fashion,5,Married,4,1,17.0,0.0,2.0,0.0,231.91000000000003,Stable (1 Th),Low,High,Very Far (>20),Very Recent,High,Medium Addresses (4-6),Very High,satisfied,Potential Loyalists
52234,0,8.0,Computer,3,14.0,E wallet,Female,3.0,4,Fashion,1,Married,5,1,11.0,3.0,4.0,12.0,203.77,Onboarding (<1 Th),Low,Low,Close (10–14),Recent,Medium,Medium Addresses (4-6),Very High,unsatisfied,Promising
52235,0,9.0,Mobile Phone,1,20.0,Debit Card,Male,2.0,3,Mobile Phone,5,Married,2,1,14.0,5.0,6.0,8.0,122.35,Onboarding (<1 Th),Medium,Medium,Far (15–20),Recent,Medium,Few Addresses (<= 3),Low,satisfied,New Customer
52236,0,27.0,Computer,1,7.0,Debit Card,Female,2.0,3,Fashion,3,Married,8,0,17.0,0.0,1.0,4.0,205.02,Loyal (>2 Th),Low,High,Very Close (≤9),Very Recent,High,Many Addresses (7 =<),Very High,unsatisfied,Potential Loyalists
52237,0,9.0,Mobile Phone,1,8.0,Debit Card,Female,3.0,1,Mobile Phone,1,Married,2,0,13.0,1.0,7.0,7.0,120.11000000000001,Onboarding (<1 Th),Medium,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Loyal Customers
52238,1,9.0,Computer,1,16.0,Credit Card,Female,3.0,4,Mobile Phone,4,Single,2,1,25.0,0.0,1.0,0.0,118.59,Onboarding (<1 Th),Low,Very High,Far (15–20),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
52239,0,2.0,Mobile Phone,1,7.0,Debit Card,Female,3.0,3,Mobile Phone,1,Married,2,0,15.0,1.0,1.0,2.0,137.6,Onboarding (<1 Th),Low,Medium,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52240,0,27.0,Mobile Phone,1,9.0,Debit Card,Male,2.0,3,Grocery,1,Married,4,0,14.0,1.0,1.0,9.0,277.79,Loyal (>2 Th),Low,Medium,Very Close (≤9),Recent,Medium,Medium Addresses (4-6),Very High,unsatisfied,Promising
52241,0,4.0,Mobile Phone,1,17.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Married,2,1,12.0,1.0,1.0,1.0,168.33,Onboarding (<1 Th),Low,Low,Far (15–20),Very Recent,High,Few Addresses (<= 3),High,satisfied,Potential Loyalists
52242,0,4.0,Mobile Phone,1,30.0,Credit Card,Female,3.0,4,Laptop & Accessory,5,Single,2,0,19.0,1.0,1.0,8.0,168.12,Onboarding (<1 Th),Low,Very High,Very Far (>20),Recent,Medium,Few Addresses (<= 3),High,satisfied,Promising
52243,0,30.0,Mobile Phone,3,9.0,Debit Card,Female,2.0,4,Laptop & Accessory,1,Single,6,0,17.0,0.0,1.0,5.0,151.71,Loyal (>2 Th),Low,High,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),Medium,unsatisfied,Potential Loyalists
52244,0,16.0,Mobile Phone,1,9.0,Debit Card,Male,3.0,5,Others,1,Married,4,0,15.0,1.0,1.0,7.0,297.4,Stable (1 Th),Low,Medium,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),Very High,unsatisfied,Potential Loyalists
52245,0,22.0,Mobile Phone,1,10.0,Credit Card,Male,2.0,4,Others,3,Married,3,0,13.0,1.0,1.0,0.0,287.11,Stable (1 Th),Low,Low,Close (10–14),Very Recent,High,Few Addresses (<= 3),Very High,unsatisfied,Potential Loyalists
52246,0,9.0,Computer,1,9.0,Cash on Delivery,Male,2.0,3,Mobile Phone,4,Married,2,0,12.0,0.0,1.0,7.0,136.92,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
52247,0,21.0,Mobile Phone,1,14.0,Cash on Delivery,Male,3.0,1,Mobile Phone,4,Single,6,0,11.0,0.0,1.0,0.0,125.59,Stable (1 Th),Low,Low,Close (10–14),Very Recent,High,Medium Addresses (4-6),Low,satisfied,Potential Loyalists
52248,0,0.0,Mobile Phone,1,14.0,Debit Card,Male,3.0,3,Mobile Phone,3,Married,2,0,11.0,1.0,1.0,3.0,125.16999999999999,Onboarding (<1 Th),Low,Low,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52249,0,2.0,Mobile Phone,1,13.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Married,2,1,11.0,1.0,1.0,0.0,166.23,Onboarding (<1 Th),Low,Low,Close (10–14),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Potential Loyalists
52250,0,21.0,Mobile Phone,1,7.0,Debit Card,Male,3.0,4,Others,1,Single,7,0,12.0,1.0,1.0,0.0,282.65,Stable (1 Th),Low,Low,Very Close (≤9),Very Recent,High,Many Addresses (7 =<),Very High,unsatisfied,Potential Loyalists
52251,0,2.0,Mobile Phone,1,7.0,Debit Card,Female,2.0,4,Grocery,1,Married,4,0,14.0,1.0,1.0,7.0,261.24,Onboarding (<1 Th),Low,Medium,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),Very High,unsatisfied,Potential Loyalists
52252,0,7.0,Mobile Phone,1,14.0,Cash on Delivery,Female,2.0,1,Mobile Phone,3,Married,1,0,17.0,1.0,1.0,0.0,125.85,Onboarding (<1 Th),Low,High,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52253,0,17.0,Mobile Phone,3,11.0,E wallet,Male,2.0,3,Others,4,Married,8,0,11.0,1.0,3.0,10.0,282.13,Stable (1 Th),Low,Low,Close (10–14),Recent,Medium,Many Addresses (7 =<),Very High,satisfied,Promising
52254,0,6.0,Mobile Phone,3,16.0,E wallet,Male,2.0,1,Fashion,3,Married,1,1,14.0,0.0,1.0,8.0,183.8,Onboarding (<1 Th),Low,Medium,Far (15–20),Recent,Medium,Few Addresses (<= 3),High,unsatisfied,Promising
52255,0,0.0,Mobile Phone,1,31.0,Debit Card,Female,3.0,1,Mobile Phone,1,Single,2,1,12.0,0.0,1.0,1.0,129.94,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52256,0,9.0,Mobile Phone,1,7.0,Debit Card,Male,2.0,3,Mobile Phone,3,Married,2,0,22.0,1.0,1.0,1.0,112.22999999999999,Onboarding (<1 Th),Low,Very High,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52257,1,0.0,Computer,3,30.0,Debit Card,Male,3.0,5,Mobile Phone,1,Single,2,1,14.0,1.0,1.0,0.0,111.18,Onboarding (<1 Th),Low,Medium,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52258,0,0.0,Mobile Phone,1,10.0,Debit Card,Male,3.0,3,Mobile Phone,1,Single,2,1,20.0,2.0,2.0,2.0,128.75,Onboarding (<1 Th),Low,Very High,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52259,1,8.0,Mobile Phone,3,8.0,E wallet,Female,3.0,5,Others,4,Single,3,1,16.0,1.0,1.0,11.0,288.24,Onboarding (<1 Th),Low,High,Very Close (≤9),Recent,Medium,Few Addresses (<= 3),Very High,satisfied,Promising
52260,0,28.0,Computer,1,14.0,Credit Card,Male,2.0,4,Grocery,4,Married,2,1,15.0,2.0,2.0,0.0,235.76999999999998,Loyal (>2 Th),Low,Medium,Close (10–14),Very Recent,High,Few Addresses (<= 3),Very High,satisfied,Potential Loyalists
52261,1,0.0,Computer,1,14.0,Debit Card,Female,2.0,4,Mobile Phone,3,Single,2,0,20.0,1.0,2.0,2.0,126.25,Onboarding (<1 Th),Low,Very High,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52262,0,19.0,Mobile Phone,3,10.0,E wallet,Female,2.0,4,Others,4,Married,3,0,14.0,1.0,1.0,8.0,287.89,Stable (1 Th),Low,Medium,Close (10–14),Recent,Medium,Few Addresses (<= 3),Very High,satisfied,Promising
52263,0,7.0,Mobile Phone,3,8.0,E wallet,Female,2.0,3,Laptop & Accessory,5,Single,1,1,12.0,1.0,1.0,2.0,145.38,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
52264,0,24.0,Computer,3,15.0,Debit Card,Male,2.0,3,Others,4,Married,5,1,15.0,6.0,11.0,10.0,298.47,Stable (1 Th),High,Medium,Far (15–20),Recent,Medium,Medium Addresses (4-6),Very High,satisfied,Need Attention
52265,0,30.0,Mobile Phone,1,24.0,Credit Card,Male,3.0,3,Fashion,1,Single,7,0,12.0,3.0,5.0,4.0,205.12,Loyal (>2 Th),Low,Low,Very Far (>20),Very Recent,High,Many Addresses (7 =<),Very High,unsatisfied,Potential Loyalists
52266,0,7.0,Computer,1,25.0,Credit Card,Female,2.0,3,Laptop & Accessory,4,Married,5,0,13.0,0.0,5.0,10.0,144.44,Onboarding (<1 Th),Low,Low,Very Far (>20),Recent,Medium,Medium Addresses (4-6),Low,satisfied,Promising
52267,0,9.0,Computer,1,7.0,Credit Card,Male,2.0,3,Mobile Phone,3,Single,1,1,11.0,1.0,1.0,2.0,121.53999999999999,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52268,0,17.0,Mobile Phone,1,10.0,Debit Card,Male,3.0,1,Others,5,Married,2,0,14.0,2.0,14.0,13.0,291.9,Stable (1 Th),High,Medium,Close (10–14),Recent,Medium,Few Addresses (<= 3),Very High,satisfied,Need Attention
52269,0,7.0,Computer,2,17.0,Debit Card,Male,2.0,4,Laptop & Accessory,4,Married,5,0,11.0,0.0,1.0,8.0,144.9,Onboarding (<1 Th),Low,Low,Far (15–20),Recent,Medium,Medium Addresses (4-6),Low,satisfied,Promising
52270,0,8.0,Mobile Phone,1,12.0,Debit Card,Male,3.0,3,Mobile Phone,3,Married,1,1,14.0,1.0,2.0,2.0,135.06,Onboarding (<1 Th),Low,Medium,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52271,0,15.0,Mobile Phone,1,14.0,Credit Card,Female,3.0,1,Laptop & Accessory,4,Married,7,1,16.0,0.0,1.0,0.0,123.72,Stable (1 Th),Low,High,Close (10–14),Very Recent,High,Many Addresses (7 =<),Low,satisfied,Potential Loyalists
52272,0,16.0,Mobile Phone,3,10.0,E wallet,Female,2.0,4,Fashion,1,Single,4,0,14.0,10.0,15.0,17.0,202.31,Stable (1 Th),High,Medium,Close (10–14),Moderate,Low,Medium Addresses (4-6),Very High,unsatisfied,At Risk
52273,0,9.0,Mobile Phone,1,8.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Single,10,1,11.0,4.0,5.0,12.0,154.1,Onboarding (<1 Th),Low,Low,Very Close (≤9),Recent,Medium,Many Addresses (7 =<),Medium,satisfied,Promising
52274,1,7.0,Mobile Phone,1,21.0,Credit Card,Female,3.0,3,Fashion,1,Married,2,0,11.0,0.0,1.0,5.0,179.78,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Potential Loyalists
52275,0,1.0,Computer,1,8.0,Debit Card,Male,2.0,4,Mobile Phone,1,Married,2,1,12.0,0.0,2.0,2.0,138.67,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52276,0,24.0,Computer,1,12.0,Credit Card,Female,3.0,4,Mobile Phone,3,Single,1,0,14.0,3.0,7.0,7.0,128.38,Stable (1 Th),Medium,Medium,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Loyal Customers
52277,0,3.0,Computer,1,15.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Single,8,1,18.0,0.0,1.0,7.0,146.95,Onboarding (<1 Th),Low,High,Far (15–20),Very Recent,High,Many Addresses (7 =<),Medium,unsatisfied,Potential Loyalists
52278,1,0.0,Mobile Phone,1,13.0,Cash on Delivery,Female,2.0,3,Mobile Phone,3,Married,4,1,13.0,4.0,7.0,7.0,133.39,Onboarding (<1 Th),Medium,Low,Close (10–14),Very Recent,High,Medium Addresses (4-6),Low,unsatisfied,Loyal Customers
52279,0,9.0,Mobile Phone,1,7.0,Cash on Delivery,Male,2.0,3,Mobile Phone,5,Single,3,0,11.0,1.0,1.0,2.0,120.80000000000001,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
52280,0,9.0,Mobile Phone,1,7.0,Credit Card,Female,2.0,3,Mobile Phone,4,Single,2,0,18.0,1.0,2.0,1.0,120.96000000000001,Onboarding (<1 Th),Low,High,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
52281,0,5.0,Mobile Phone,3,14.0,Credit Card,Male,2.0,1,Laptop & Accessory,1,Married,2,0,15.0,0.0,1.0,8.0,162.09,Onboarding (<1 Th),Low,Medium,Close (10–14),Recent,Medium,Few Addresses (<= 3),Medium,unsatisfied,Promising
52282,0,18.0,Computer,1,31.0,Credit Card,Female,2.0,3,Others,4,Single,4,0,22.0,1.0,1.0,0.0,280.61,Stable (1 Th),Low,Very High,Very Far (>20),Very Recent,High,Medium Addresses (4-6),Very High,satisfied,Potential Loyalists
52283,0,12.0,Mobile Phone,1,19.0,Credit Card,Female,3.0,4,Grocery,4,Married,7,1,13.0,1.0,15.0,2.0,271.23,Onboarding (<1 Th),High,Low,Far (15–20),Very Recent,High,Many Addresses (7 =<),Very High,satisfied,Champions
52284,0,30.0,Mobile Phone,1,14.0,Debit Card,Male,2.0,3,Mobile Phone,3,Married,2,0,12.0,1.0,2.0,2.0,123.72,Loyal (>2 Th),Low,Low,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
52285,1,0.0,Mobile Phone,1,13.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Married,2,0,18.0,0.0,1.0,1.0,148.83,Onboarding (<1 Th),Low,High,Close (10–14),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
52286,1,2.0,Mobile Phone,1,29.0,Credit Card,Male,3.0,3,Mobile Phone,5,Single,1,0,13.0,0.0,1.0,3.0,139.04,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
52287,0,3.0,Mobile Phone,1,12.0,Cash on Delivery,Female,2.0,4,Laptop & Accessory,1,Married,1,0,12.0,5.0,6.0,7.0,146.27,Onboarding (<1 Th),Medium,Low,Close (10–14),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Loyal Customers
52288,0,9.0,Mobile Phone,1,16.0,Cash on Delivery,Female,3.0,3,Fashion,3,Married,4,0,12.0,1.0,1.0,7.0,170.94,Onboarding (<1 Th),Low,Low,Far (15–20),Very Recent,High,Medium Addresses (4-6),High,unsatisfied,Potential Loyalists
52289,0,19.0,Mobile Phone,2,7.0,Debit Card,Female,2.0,3,Mobile Phone,5,Single,7,0,12.0,2.0,5.0,7.0,134.23,Stable (1 Th),Low,Low,Very Close (≤9),Very Recent,High,Many Addresses (7 =<),Low,satisfied,Potential Loyalists
52290,0,1.0,Computer,1,7.0,Debit Card,Female,2.0,5,Laptop & Accessory,1,Married,1,0,11.0,7.0,7.0,5.0,166.74,Onboarding (<1 Th),Medium,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Loyal Customers
52291,0,23.0,Mobile Phone,1,34.0,Debit Card,Female,2.0,3,Grocery,5,Married,5,1,11.0,1.0,1.0,2.0,268.8,Stable (1 Th),Low,Low,Very Far (>20),Very Recent,High,Medium Addresses (4-6),Very High,satisfied,Potential Loyalists
52292,1,3.0,Mobile Phone,3,31.0,E wallet,Male,2.0,4,Fashion,4,Single,3,1,12.0,1.0,1.0,0.0,190.94,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),High,satisfied,Potential Loyalists
52293,1,15.0,Mobile Phone,3,11.0,Debit Card,Male,3.0,3,Fashion,4,Single,10,1,19.0,7.0,7.0,7.0,184.46,Stable (1 Th),Medium,Very High,Close (10–14),Very Recent,High,Many Addresses (7 =<),High,satisfied,Loyal Customers
52294,0,3.0,Mobile Phone,1,23.0,Credit Card,Female,3.0,3,Fashion,5,Married,2,1,23.0,1.0,1.0,3.0,219.16000000000003,Onboarding (<1 Th),Low,Very High,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Very High,satisfied,Potential Loyalists
